State,Medical School,Course,Required or Recommended?,Lab?,Credit Hours,Pass/Fail,AP Credit,Online Course,Community College,Additional Info,,,,,,,
SC,Medical University of South Carolina College of Medicine,Computer Science,Recommended,N,,Y,Y,Y,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Genetics,Recommended,N,,,Y,C,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Humanities,Recommended,N,,,,,,,,,,,,,
SC,Medical University of South Carolina College of Medicine,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Organic Chemistry,Recommended,Y,,,Y,C,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Physics,Recommended,N,,,Y,C,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Physiology,Recommended,N,,,Y,C,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Psychology,Recommended,N,,,Y,Y,Y,"Online courses from an accredited college/university
may be acceptable. However, formal in-person
classroom instruction is preferred.",,,,,,,
SC,Medical University of South Carolina College of Medicine,Social Sciences,Recommended,,,Y,Y,Y,Y,,,,,,,,
SC,University of South Carolina School of Medicine,Behavioral Sciences,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Biochemistry,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Biology,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Biology/Zoology,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Calculus,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,College English,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,College Mathematics,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Computer Science,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Genetics,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Humanities,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Inorganic Chemistry,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Organic Chemistry,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Physics,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Psychology,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine,Social Sciences,,N,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,Behavioral Sciences,Recommended,,,Y,C,Y,Y,"Applicant is required to have taken 3 courses in the
behavioral sciences, humanities and English
categories. One of these courses must be a writing-intensive English course.",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Biochemistry,Required,N,3,C,C,Y,C,"Please contact our Admissions Office regarding
Pass/Fail, Community College and AP Coursework:
admissions@greenvillemed.sc.edu",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Biology,Required,Y,8,C,C,C,C,"Please contact our Admissions Office regarding
Pass/Fail, Community College, Online and AP
Coursework: admissions@greenvillemed.sc.edu",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Biology/Zoology,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,Calculus,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,Cell Biology,Recommended,,,Y,Y,Y,Y,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,College English,Required,N,3,Y,Y,Y,Y,"Applicant is required to have taken 3 courses in the
behavioral sciences, humanities and English
categories. One of these courses must be a writing-intensive English course.",,,,,,,
SC,University of South Carolina School of Medicine Greenville,College Mathematics,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,Computer Science,,,,,,,,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,Genetics,Recommended,,,Y,Y,Y,Y,,,,,,,,
SC,University of South Carolina School of Medicine Greenville,Humanities,Recommended,,,,C,C,C,"Applicant is required to have taken 3 courses in the
behavioral sciences, humanities and English
categories. One of these courses must be a writing-intensive English course.",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Inorganic Chemistry,Required,Y,8,C,C,C,C,"Please contact our Admissions Office regarding
Pass/Fail, Community College, Online and AP
Coursework: admissions@greenvillemed.sc.edu",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Organic Chemistry,Required,Y,4,C,C,C,C,"A second semester of organic chemistry with lab is
only required if it is a prerequisite for biochemistry.
Please contact our Admissions Office with questions:
admissions@greenvillemed.sc.edu",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Physics,Required,Y,4,,C,Y,Y,"Please contact our Admissions Office regarding AP
Coursework: admissions@greenvillemed.sc.edu",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Psychology,Recommended,,,Y,Y,Y,Y,"Applicant is required to have taken 3 courses in the behavioral sciences, humanities and English categories",,,,,,,
SC,University of South Carolina School of Medicine Greenville,Social Sciences,Recommended,,,Y,Y,Y,Y,"Applicant is required to have taken 3 courses in the behavioral sciences, humanities and English categories",,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Behavioral Sciences,Recommended,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Biochemistry,Required,N,3,,,Y,Y,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Biology,Required,Y,8,,Y,Y,Y,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Biology/Zoology,,,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Calculus,,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",College English,Recommended,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",College Mathematics,Required,N,3,,Y,Y,Y,"Any college math course is accepted except for
statistics which is a separate requirement.",,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Computer Science,,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Genetics,Recommended,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Humanities,,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Inorganic Chemistry,Required,Y,8,,Y,Y,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Microbiology,Recommended,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Organic Chemistry,Required,Y,4,,N,Y,,"One semester required but two semesters
recommended.",,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Physics,Required,Y,8,,Y,Y,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Physiology,Recommended,N,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Psychology,Recommended,,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Social Sciences,Recommended,,,,,,,,,,,,,,
SD,"University of South Dakota, Sanford School of Medicine",Statistics,Required,N,3,,,Y,,,,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Behavioral Sciences,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Biochemistry,Recommended,Y,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Biology,Recommended,Y,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Biology/Zoology,Recommended,Y,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Calculus,Recommended,N,,,,,,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,College English,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,"Communication Skills
Courses",Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Computer Science,,N,,,,,,,,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Electives,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Genetics,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Humanities,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Organic Chemistry,Recommended,Y,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Physics,Recommended,Y,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Psychology,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,East Tennessee State University James H. Quillen College of Medicine,Social Sciences,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TN,Meharry Medical College,Behavioral Sciences,,N,,,,,,,,,,,,,
TN,Meharry Medical College,Biochemistry,Recommended,N,,,,,,,,,,,,,
TN,Meharry Medical College,Biology,Required,Y,8,,N,N,Y,,,,,,,,
TN,Meharry Medical College,Biology/Zoology,Recommended,N,,,,,,,,,,,,,
TN,Meharry Medical College,Calculus,Recommended,N,,,,,,,,,,,,,
TN,Meharry Medical College,College English,Required,N,6,,Y,N,Y,,,,,,,,
TN,Meharry Medical College,College Mathematics,,N,,,,,,,,,,,,,
TN,Meharry Medical College,Computer Science,,N,,,,,,,,,,,,,
TN,Meharry Medical College,Genetics,Recommended,N,,,,,,,,,,,,,
TN,Meharry Medical College,Humanities,,N,,,,,,,,,,,,,
TN,Meharry Medical College,Inorganic Chemistry,Required,Y,8,,N,N,Y,,,,,,,,
TN,Meharry Medical College,Organic Chemistry,Required,Y,8,,N,N,Y,,,,,,,,
TN,Meharry Medical College,Physics,Required,Y,8,,N,N,Y,,,,,,,,
TN,Meharry Medical College,Psychology,,N,,,,,,,,,,,,,
TN,Meharry Medical College,Social Sciences,,N,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Behavioral Sciences,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Biochemistry,Required,N,3,Y,Y,Y,Y,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Biology,Required,Y,8,Y,Y,Y,Y,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Biology/Zoology,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Calculus,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",College English,Required,N,6,Y,Y,Y,Y,Writing or reading intense courses will be accepted.,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",College Mathematics,Required,N,3,Y,Y,Y,Y,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Computer Science,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Genetics,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Humanities,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Inorganic Chemistry,Required,Y,8,Y,Y,Y,Y,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Organic Chemistry,Required,Y,8,Y,Y,Y,Y,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Physics,Required,Y,8,Y,Y,Y,Y,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Psychology,,,,,,,,,,,,,,,
TN,"Thomas F. Frist, Medicine at Belmont University",Social Sciences,,,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Behavioral Sciences,,N,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Biochemistry,Recommended,N,,,N,C,Y,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Biology,Required,Y,8,,Y,Y,Y,"AP credit in prescribed science courses accepted by
the undergraduate college will be honored provided
such placement has been followed by more
advanced courses in the same discipline.",,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Biology/Zoology,,N,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Calculus,,N,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,College English,Required,N,6,,Y,Y,Y,"AP English will meet the requirement without
additional upper division English classes.",,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Computer Science,,N,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Genetics,Recommended,N,,,N,C,Y,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Humanities,,N,,,,,,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Inorganic Chemistry,Required,Y,8,,Y,N,Y,"AP credit in prescribed science courses accepted by
the undergraduate college will be honored provided
such placement has been followed by more
advanced courses in the same discipline.",,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Organic Chemistry,Required,Y,8,,N,Y,Y,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Physics,Required,Y,8,,C,Y,Y,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Psychology,Recommended,N,,,C,C,Y,,,,,,,,
TN,University of Tennessee Health Science Center College of Medicine,Social Sciences,Recommended,N,,,C,C,Y,,,,,,,,
TN,Vanderbilt University School of Medicine,Behavioral Sciences,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Biochemistry,Recommended,N,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TN,Vanderbilt University School of Medicine,Biology,Recommended,Y,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TN,Vanderbilt University School of Medicine,Biology/Zoology,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Calculus,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,College English,Recommended,N,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TN,Vanderbilt University School of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Computer Science,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Genetics,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Humanities,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TN,Vanderbilt University School of Medicine,Organic Chemistry,Recommended,Y,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TN,Vanderbilt University School of Medicine,Physics,Recommended,Y,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TN,Vanderbilt University School of Medicine,Psychology,,N,,,,,,,,,,,,,
TN,Vanderbilt University School of Medicine,Social Sciences,Recommended,N,,,Y,Y,Y,"VUSM does not have ""prereqs"", but instead has
""recommendations""; therefore, we will accept P/F
courses and online labs for applicants affected by
COVID policies at their institutions.",,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Behavioral Sciences,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Biochemistry,Required,N,3,C,C,Y,Y,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Biology,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Biology/Zoology,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Calculus,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,College English,Required,N,3,C,C,Y,Y,English composition,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,College Mathematics,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Computer Science,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Genetics,Required,N,3,C,C,Y,Y,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Humanities,Required,N,6,C,C,Y,Y,"Art, music, theater, speech and communication,
foreign language, philosophy, religion, gender and
women studies, ethics, literature.",,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Inorganic Chemistry,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Organic Chemistry,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Physics,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Physiology,Required,N,3,C,C,Y,Y,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Psychology,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,"Social/Behavioral
Sciences",Required,N,6,C,Y,Y,Y,"Psychology, cultural anthropology, sociology,
economics, health care administration, public policy,
public health, family studies, history, political
science, social work and behavioral health.",,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Social Sciences,,,,,,,,,,,,,,,
TX,Anne Burnett Marion School of Medicine at TCU,Statistics/Bio-statistics,Required,N,3,C,C,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Advanced Biology,Required,N,3,,N,Y,Y,"Examples: genetics, cell/molecular biology",,,,,,,
TX,Baylor College of Medicine,Behavioral Sciences,Required,N,12,,N,Y,Y,"12 Hours Required of Humanities-Social/Behavioral
Sciences
Examples: psychology, sociology, anthropology,
foreign languages, ethics, philosophy, theology,
literature, art history",,,,,,,
TX,Baylor College of Medicine,Biochemistry,Required,N,3,,N,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Biology,,N,,,Y,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Biology/Zoology,,N,,,Y,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Calculus,Recommended,N,3,,N,Y,Y,Calculus would fulfill the Math requirement,,,,,,,
TX,Baylor College of Medicine,College English,,N,,,Y,Y,Y,,,,,,,,
TX,Baylor College of Medicine,College Mathematics,Required,N,3,,N,Y,Y,"Biostatistics (preferred), but any course with
quantitative math. Examples: statistics, physics,
calculus",,,,,,,
TX,Baylor College of Medicine,Computer Science,,N,,,Y,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Expository Writing,Required,N,3,,N,Y,Y,"Examples include formal courses in English,
Philosophy, History, Public Policy, Political Science,
or Religion. May be accomplished through an
Honors Thesis or completion of a major research
paper.",,,,,,,
TX,Baylor College of Medicine,Genetics,Recommended,N,,,N,Y,Y,"Genetics would fulfill the Advanced Biology
requirement",,,,,,,
TX,Baylor College of Medicine,Humanities,Required,N,12,,N,Y,Y,"12 Hours Required of Humanities-Social/Behavioral
Sciences Examples: psychology, sociology,
anthropology, foreign languages, ethics, philosophy,
theology, literature, art history",,,,,,,
TX,Baylor College of Medicine,Inorganic Chemistry,,N,,,Y,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Organic Chemistry,Required,N,6,,N,Y,Y,,,,,,,,
TX,Baylor College of Medicine,Physics,Recommended,N,,,N,Y,Y,Physics would fulfill the Math requirement,,,,,,,
TX,Baylor College of Medicine,Psychology,Recommended,N,,,N,Y,Y,"Psychology would fulfill the Humanities-Social/
Behavioral Sciences requirement",,,,,,,
TX,Baylor College of Medicine,Social Sciences,Required,N,12,,N,Y,Y,"Humanities-Social/Behavioral Sciences (12
semester hours) Examples: psychology, sociology,
anthropology, foreign languages, ethics, philosophy,
theology, literature, art history",,,,,,,
TX,Baylor College of Medicine,Spanish,Recommended,N,,,Y,Y,Y,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Behavioral Sciences,Recommended,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Biochemistry,Recommended,N,3,,C,C,N,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Biology,Required,Y,14,,Y,Y,Y,"12 semester hours lecture + 2 semester hours lab =
14 hours total",,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Biology/Zoology,,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Calculus,,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,College English,Required,N,6,,Y,Y,Y,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,College Mathematics,,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Computer Science,,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Embryology,Recommended,,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Genetics,Recommended,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Humanities,Recommended,N,,,,Y,Y,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Immunology,Recommended,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Inorganic Chemistry,Required,Y,8,,Y,Y,Y,"6 semester hours lecture + 2 semester hours lab = 8
hours total",,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Microbiology,Recommended,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Organic Chemistry,Required,Y,8,,C,Y,Y,"6 semester hours lecture + 2 semester hours lab = 8
hours total",,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Physics,Required,Y,8,,Y,Y,Y,"6 semester hours lecture + 2 semester hours lab = 8
hours total",,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Psychology,Recommended,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Social Sciences,Recommended,N,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Statistics,Recommended,,,,,,,,,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,"Advanced Biological
Science",Required,N,6,C,N,Y,N,"Biochemistry may satisfy part of the Advanced
Biological Sciences requirement. Genetics or
Molecular Biology may also satisfy part of this
requirement.",,,,,,,
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Behavioral Sciences,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Biochemistry,Required,N,3,C,N,Y,N,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Biology,Required,Y,8,Y,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Biology/Zoology,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Calculus,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,College English,Required,N,6,Y,Y,Y,Y,"We will accept Pass/Fail coursework completed
during the 2019-2020 and 2020-2021 academic
years.",,,,,,,
TX,Texas A&M Health Science Center College of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Computer Science,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Genetics,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Humanities,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Inorganic Chemistry,Required,Y,8,Y,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Math-based Statistics,Required,Y,3,Y,C,Y,N,"The course should be taught in the Math or Statistics
Department. We will accept Pass/Fail coursework
completed during the 2019-2020 and 2020-2021
academic years.",,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Organic Chemistry,Required,Y,8,C,Y,Y,N,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Physics,Required,Y,8,Y,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Psychology,,N,,,,,,,,,,,,,
TX,Texas A&M Health Science Center College of Medicine,Social Sciences,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Behavioral Sciences,Recommended,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biochemistry,Required,N,3,,,Y,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biology,Required,Y,12,,Y,Y,Y,Biology laboratories 2 semester hours,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biology/Zoology,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Calculus,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Calculus or Statistics,Required,N,3,,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,"Cellular/Molecular
Biology",Recommended,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,College English,Required,N,6,,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Computer Science,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,General Chemistry,Required,Y,8,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Genetics,Recommended,,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Humanities,Recommended,N,,,,,,,,,,,,,
