State,Medical School,Course,"Required or
Recommended?",Lab?,"Credit
Hours","Pass/
Fail","AP
Credit","Online
Course","Community
College",Additional Info
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Calculus,,Y,,N,,,Y,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",College English,Recommended,Y,3,N,,,Y,"One Course in English Composition is
recommended."
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",College Mathematics,Recommended,Y,3,N,,,Y,One course in Statistics is Recommended
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Computer Science,,Y,,N,,,Y,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Genetics,,Y,,N,,,Y,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Humanities,Recommended,Y,3,N,,,Y,Coursework in Humanities is recommended
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Inorganic Chemistry,Required,Y,4,N,,,Y,"A two year Chemistry Sequence is required and
includes this course sequence."
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Organic Chemistry,Required,Y,4,N,,,Y,"A two year Chemistry Sequence is required and
includes this course sequence."
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Physics,Required,Y,8,N,,,Y,"One year of Physics Required with accompanying
lab"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Psychology,,Y,,N,,,Y,"Two courses in Behavioral/Social Sciences are
Required"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Social Sciences,,Y,,N,,,Y,"Two courses in Behavioral/Social Sciences are
Required"
IL,"Loyola University
Chicago Stritch
School of
Medicine",Behavioral Sciences,,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Biology,Required,Y,8,N,,,Y,"At least 8 non-AP credits in biology-based discipline
are required. No more than 6 AP credits total will be
accepted toward all remaining total credits required."
IL,"Loyola University
Chicago Stritch
School of
Medicine",Biology/Zoology,,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Calculus,,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",College English,,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",College Mathematics,,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Computer Science,,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Genetics,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Humanities,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,"At least 8 non-AP credits required in chemistry-based discipline.No more than 6 AP credits total will
be accepted toward all remaining total credits
required."
IL,"Loyola University
Chicago Stritch
School of
Medicine",Molecular Biology,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Organic Chemistry,Required,Y,3,N,,,Y,"At least 3 non-AP credits required in organic
chemistry."
IL,"Loyola University
Chicago Stritch
School of
Medicine",Physics,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Physiology,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Psychology,Recommended,Y,,N,,,Y,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Social Sciences,,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Biochemistry,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Biology,Required,Y,8,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Biology/Zoology,,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Calculus,,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",College English,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",College Mathematics,,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Computer Science,,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Genetics,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Humanities,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Organic Chemistry,Required,Y,8,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Physics,Required,Y,8,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Psychology,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,
IL,"Northwestern
University The
Feinberg School
of Medicine",Statistics,Recommended,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Behavioral Sciences,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Biochemistry,Recommended,Y,,N,,,Y,"The course should focus on the application of
chemistry to the study of biological processes at the
cellular and molecular level."
IL,"Rush Medical
College of Rush
University
Medical Center",Biology,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Biology/Zoology,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Calculus,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Cell Biology,Recommended,Y,,N,,,Y,"The course should focus on the study of the
structure and function of the cell."
IL,"Rush Medical
College of Rush
University
Medical Center",College English,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",College Mathematics,Recommended,Y,,N,,,Y,"The course or AP credit should be for algebra or
higher-level math, with the exception of statistics."
IL,"Rush Medical
College of Rush
University
Medical Center",Computer Science,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Genetics,Recommended,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Humanities,Recommended,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Human Physiology,Recommended,Y,,N,,,Y,"The course should focus on how the human body
works."
IL,"Rush Medical
College of Rush
University
Medical Center",Immunology,Recommended,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Inorganic Chemistry,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Molecular Biology,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Organic Chemistry,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Physics,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Psychology,,Y,,N,,,Y,
IL,"Rush Medical
College of Rush
University
Medical Center",Social Sciences,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine","Advanced Level
Biology",Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Behavioral Sciences,,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Biochemistry,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Biology,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Biology/Zoology,,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Calculus,,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",College English,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",College Mathematics,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Computer Science,,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Genetics,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Humanities,,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Inorganic Chemistry,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Organic Chemistry,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Physics,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Psychology,,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Statistics,Recommended,Y,,N,,,Y,
IL,"Southern Illinois
University School
of Medicine",Behavioral Sciences,,Y,,N,C,,Y,
IL,"Southern Illinois
University School
of Medicine",Biochemistry,Required,Y,,N,C,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Biology,Recommended,Y,,N,C,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Biology/Zoology,,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Calculus,,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",College English,Recommended,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",College Mathematics,,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Computer Science,,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Genetics,Recommended,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Humanities,Recommended,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Inorganic Chemistry,Recommended,Y,,N,C,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Organic Chemistry,Recommended,Y,,N,C,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Physics,Recommended,Y,,N,C,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Psychology,,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,
IL,"University of
Chicago Division
of the Biological
Sciences The
Pritzker School
of Medicine",Statistics,Recommended,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine","Advanced Level
Biology",Required,Y,3,N,,,Y,"With AP credit upper level courses at the university
will be required"
IL,"University of
Illinois College of
Medicine",Behavioral Sciences,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",Biochemistry,Required,Y,3,N,,,Y,
IL,"University of
Illinois College of
Medicine",Biology,Required,Y,8,N,,,Y,
IL,"University of
Illinois College of
Medicine",Biology/Zoology,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",Calculus,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",College English,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",College Mathematics,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",Computer Science,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",Genetics,Recommended,Y,3,N,,,Y,
IL,"University of
Illinois College of
Medicine",Humanities,,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,
IL,"University of
Illinois College of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,
IL,"University of
Illinois College of
Medicine",Physics,Required,Y,8,N,,,Y,
IL,"University of
Illinois College of
Medicine",Psychology,Recommended,Y,,N,,,Y,
IL,"University of
Illinois College of
Medicine","Social/Behavioral
Science",Required,Y,9,N,,,Y,
IL,"University of
Illinois College of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,
IN,Indiana,,,Y,,N,,,Y,Online coursework is accepted but preference is for
IN,"University School
of Medicine",Behavioral Sciences,,Y,,N,,,Y,"students to complete science prerequisite courses in
classroom settings, as well as preference for"
IN,"University School
of Medicine",,Recommended,Y,,N,,,Y,completion at 4 year accredited institutions.
IN,"Indiana
University School
of Medicine",Biochemistry,Required,Y,3,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Biology,Required,Y,8,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Biology/Zoology,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Calculus,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",College English,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",College Mathematics,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Computer Science,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",General Chemistry,Required,Y,8,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Genetics,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Humanities,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Inorganic Chemistry,Recommended,Y,,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Organic Chemistry,Required,Y,8,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Physics,Required,Y,8,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Psychology,Required,Y,3,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
IN,"Indiana
University School
of Medicine",Social Sciences,Required,Y,3,N,,,Y,"Online coursework is accepted but preference is for
students to complete science prerequisite courses in
classroom settings, as well as preference for
completion at 4 year accredited institutions."
KS,"University of
Kansas School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Biology,Required,Y,7,N,,,Y,"Coursework and Labs that were moved to on-line
are acceptable."
KS,"University of
Kansas School of
Medicine",Biology/Zoology,,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Calculus,,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",College English,Required,Y,6,N,,,Y,"Coursework and Labs that were moved to on-line
are acceptable."
KS,"University of
Kansas School of
Medicine",College Mathematics,,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Computer Science,,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Genetics,Recommended,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Humanities,Recommended,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Immunology,Recommended,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Inorganic Chemistry,Required,Y,7,N,,,Y,"Coursework and Labs that were moved to on-line
are acceptable."
KS,"University of
Kansas School of
Medicine",Organic Chemistry,Required,Y,7,N,,,Y,"Coursework and Labs that were moved to on-line
are acceptable."
KS,"University of
Kansas School of
Medicine",Physics,Required,Y,7,N,,,Y,"Coursework and Labs that were moved to on-line
are acceptable."
KS,"University of
Kansas School of
Medicine",Psychology,Recommended,Y,,N,,,Y,
KS,"University of
Kansas School of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Behavioral Sciences,Recommended,Y,6,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Biochemistry,Required,Y,3,N,,,Y,"Only Pass/Fail grades from Spring 2020 semester
will be considered."
KY,"University of
Kentucky College
of Medicine",Biology,Required,Y,6,N,,,Y,Lab is recommended but not required
KY,"University of
Kentucky College
of Medicine",Biology/Zoology,,Y,,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Calculus,,Y,,N,,,Y,
KY,"University of
Kentucky College
of Medicine",College English,Required,Y,6,N,,,Y,"Communications courses or courses that fulfill
writing requirements for graduation are acceptable."
KY,"University of
Kentucky College
of Medicine",College Mathematics,,Y,,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Computer Science,,Y,,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Genetics,Recommended,Y,3,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Humanities,Recommended,Y,6,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Inorganic Chemistry,Required,Y,6,N,,,Y,Lab is recommended but not required
KY,"University of
Kentucky College
of Medicine",Organic Chemistry,Required,Y,3,N,,,Y,"Lab is recommended but not required. Only Pass/
Fail grades from Spring 2020 semester will be
considered."
KY,"University of
Kentucky College
of Medicine",Physics,Required,Y,6,N,,,Y,Lab is recommended but not required.
KY,"University of
Kentucky College
of Medicine",Psychology,Recommended,Y,3,N,,,Y,
KY,"University of
Kentucky College
of Medicine",Social Sciences,Recommended,Y,3,N,,,Y,
KY,"University of
Louisville School",Behavioral Sciences,Recommended,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Biochemistry,Required,Y,3,N,,,Y,New requirement for 2020-2021 admissions cycle
KY,"University of
Louisville School
of Medicine",Biology,Required,Y,8,N,,,Y,
KY,"University of
Louisville School
of Medicine",Biology/Zoology,,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Calculus,,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",College English,Required,Y,6,N,,,Y,"2 semesters of writing, literature and/or
communication/speech required. AP and IB credit
acceptable for 1 semester only."
KY,"University of
Louisville School
of Medicine",College Mathematics,,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Computer Science,,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Genetics,Recommended,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Humanities,Recommended,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,
KY,"University of
Louisville School
of Medicine",Organic Chemistry,Required,Y,6,N,,,Y,"While organic chemistry labs are valuable for
individual students and their goals, they are no
longer required by our Admissions Committee,
effective for the 2020-2021 admissions cycle."
KY,"University of
Louisville School
of Medicine",Physics,Required,Y,8,N,,,Y,
KY,"University of
Louisville School
of Medicine",Physiology,Recommended,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Psychology,Recommended,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,
KY,"University of
Louisville School
of Medicine",Statistics,Recommended,Y,,N,,,Y,"Recommended as a specific course or embedded in
courses in the natural or social sciences."
LA,"Louisiana State
University School
of Medicine in
New Orleans",Behavioral Sciences,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Biochemistry,Required,Y,3,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Biology,Required,Y,3,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Biology/Zoology,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Calculus,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",College English,Required,Y,6,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",College Mathematics,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Computer Science,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Genetics,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Humanities,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Inorganic Chemistry,Required,Y,8,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Organic Chemistry,Required,Y,3,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Physics,Required,Y,3,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Psychology,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Social Sciences,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Statistics,Required,Y,3,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Behavioral Sciences,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Biochemistry,Required,Y,3,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Biology,Required,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Biology/Zoology,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Calculus,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
New Orleans",Cell Biology,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Chemistry,Required,Y,12,N,,,Y,"Must include at least three hours of Biochemistry
lecture."
LA,"Louisiana State
University School
of Medicine in
Shreveport",College English,Required,Y,6,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",College Mathematics,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Computer Science,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport","Developmental
Biology",Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Genetics,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Humanities,Required,Y,12,N,,,Y,In addition to the English requirement
LA,"Louisiana State
University School
of Medicine in
Shreveport",Inorganic Chemistry,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Microbiology,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Organic Chemistry,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Physics,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Physiology,Recommended,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Psychology,,Y,,N,,,Y,
LA,"Louisiana State
University School
of Medicine in
Shreveport",Social Sciences,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Biology,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Biology/Zoology,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Calculus,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",College English,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",College Mathematics,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Computer Science,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Genetics,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Humanities,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Inorganic Chemistry,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Organic Chemistry,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Physics,Recommended,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Psychology,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Social Sciences,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Behavioral Sciences,Recommended,Y,,N,N,,Y,
LA,"Tulane University
School of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,"May be used in combination with general chemistry
and organic chemistry to meet chemistry
requirement. See:
http://www.bumc.bu.edu/busm/admissions/
application-process/requirements/"
LA,"Tulane University
School of
Medicine",Biology,Required,Y,,N,,,Y,"Equivalent of two semesters with lab.
Although traditional lab work is preferred, we will
accept pass/fail and online labs for coursework
completed during 2019/2020 and 2020/2021
academic years."
LA,"Tulane University
School of
Medicine",Biology/Zoology,,Y,,N,N,,Y,
LA,"Tulane University
School of
Medicine",Biostatistics &,,Y,,N,,,Y,
LA,"Tulane University
School of
Medicine",Epidemiology,Recommended,Y,,N,N,,Y,
LA,"Tulane University
School of
Medicine",Calculus,Recommended,Y,,N,N,,Y,
LA,"Tulane University
School of
Medicine",,,Y,,N,,,Y,Any writing intensive courses may be used to fulfill
MA,"Boston University
School of
Medicine",College English,Required,Y,,N,N,,Y,the English requirement.
MA,"Boston University
School of
Medicine",College Mathematics,Recommended,Y,,N,N,,Y,
MA,"Boston University
School of
Medicine",Computer Science,,Y,,N,,,Y,
MA,"Boston University
School of
Medicine",General Chemistry,Required,Y,,N,,,Y,"May be used in combination with other chemistry
related courses to meet the Chemistry requirement.
In person lab work is preferred; pass/fail and online
labs accepted for 2019/2020 & 2020/2021 years."
MA,"Boston University
School of
Medicine",Genetics,Recommended,Y,,N,N,,Y,
MA,"Boston University
School of
Medicine",Humanities,Required,Y,,N,,,Y,
MA,"Boston University
School of
Medicine",Inorganic Chemistry,,Y,,N,N,,Y,
MA,"Boston University
School of
Medicine",Molecular Biology,Recommended,Y,,N,,,Y,"May be used in combination with other bio science
courses to meet the Biology requirement. In person
lab work is preferred; pass/fail and online labs
accepted for 2019/2020 & 2020/2021 years."
MA,"Boston University
School of
Medicine",Organic Chemistry,Required,Y,,N,,,Y,"May be used in combination with other chemistry
related courses to meet the Chemistry requirement.
In person lab work is preferred; pass/fail and online
labs accepted for 2019/2020 & 2020/2021 years."
MA,"Boston University
School of
Medicine",Physics,Required,Y,,N,,,Y,"Equivalent of two semesters. Although traditional
lab work is preferred, we will accept pass/fail and
online labs for coursework completed during
2019/2020 and 2020/2021 academic years."
MA,"Boston University
School of
Medicine",Psychology,Recommended,Y,,N,N,,Y,Can be used toward the humanities requirement.
MA,"Boston University
School of
Medicine",Social Sciences,Recommended,Y,,N,N,,Y,Can be used toward the humanities requirement.
MA,"Boston University
School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,"Encouraged to complete coursework in Behavioral
Sciences (e.g. psychology, sociology, etc)"
MA,"Harvard Medical
School",Biochemistry,Required,Y,3,N,,,Y,"2 Year (4 course) chemistry sequence that includes
inorganic, organic and biochemistry. AP credits
which enable you to take a higher level course will
satisfy one semester of inorganic chemistry."
MA,"Harvard Medical
School",Biology,Required,Y,8,N,,,Y,"One year with lab experience required. 1 semester
of lab experience should be with corresponding
coursework; however, second semester lab may be
fulfilled by independent laboratory based research."
MA,"Harvard Medical
School",Biology/Zoology,,N,,,,,Y,
MA,"Harvard Medical
School",Biostatistics/Statistics,Recommended,,,,,,Y,"Encouraged to complete one semester of
coursework in statistics, preferably biostatistics"
